ip,method,url,status,size
192.168.1.172,POST,/products,500,2470
192.168.1.10,GET,/login,404,3910
192.168.1.252,GET,/products,200,1160
192.168.1.44,GET,/products,404,4007
192.168.1.79,PUT,/home,500,2144
192.168.1.45,GET,/products,404,3880
192.168.1.202,GET,/products,200,451
192.168.1.48,POST,/cart,404,3037
192.168.1.13,PUT,/home,404,4080
192.168.1.240,GET,/cart,200,4336
192.168.1.123,POST,/login,200,3284
192.168.1.133,PUT,/products,200,3056
192.168.1.233,GET,/products,200,4562
192.168.1.140,PUT,/cart,404,4819
192.168.1.130,PUT,/products,200,2522
192.168.1.147,PUT,/products,200,1992
192.168.1.9,GET,/cart,200,2165
192.168.1.61,POST,/home,200,3576
192.168.1.44,PUT,/home,200,4846
192.168.1.251,PUT,/home,200,3670
192.168.1.209,POST,/products,200,1455
192.168.1.49,GET,/home,500,4308
192.168.1.185,PUT,/home,200,4310
192.168.1.223,PUT,/cart,200,336
192.168.1.129,POST,/home,200,4178
192.168.1.45,PUT,/products,404,3479
192.168.1.46,PUT,/products,200,2870
192.168.1.93,POST,/products,200,4401
192.168.1.47,PUT,/products,200,3829
192.168.1.45,GET,/home,500,3568
192.168.1.102,GET,/login,200,928
192.168.1.217,POST,/login,200,4869
192.168.1.78,POST,/products,200,4213
192.168.1.90,POST,/home,404,484
192.168.1.180,GET,/login,200,2813
192.168.1.116,PUT,/products,200,2627
192.168.1.239,GET,/home,200,4639
192.168.1.170,POST,/products,404,1352
192.168.1.78,PUT,/products,200,972
192.168.1.98,GET,/cart,200,3960
192.168.1.202,PUT,/cart,500,2722
192.168.1.131,POST,/home,200,1975
192.168.1.197,POST,/cart,200,1480
192.168.1.86,PUT,/products,500,4155
192.168.1.121,GET,/cart,404,4076
192.168.1.164,POST,/products,200,1300
192.168.1.40,PUT,/home,200,1779
192.168.1.21,POST,/login,500,4472
192.168.1.210,PUT,/home,200,1079
192.168.1.145,GET,/cart,404,4615
192.168.1.178,POST,/home,404,2160
192.168.1.126,PUT,/login,200,3465
192.168.1.214,GET,/home,404,4793
192.168.1.187,PUT,/cart,200,4263
192.168.1.109,GET,/cart,200,252
192.168.1.105,POST,/home,200,471
192.168.1.172,POST,/login,200,3823
192.168.1.245,GET,/home,200,1812
192.168.1.142,POST,/products,500,1621
192.168.1.135,GET,/cart,200,3838
192.168.1.192,GET,/login,200,4218
192.168.1.31,GET,/products,500,2606
192.168.1.167,GET,/cart,200,2898
192.168.1.46,POST,/products,200,3383
192.168.1.82,PUT,/products,500,2691
192.168.1.175,GET,/cart,500,4851
192.168.1.12,POST,/home,200,1285
192.168.1.208,GET,/home,404,2503
192.168.1.30,PUT,/login,200,3028
192.168.1.172,PUT,/login,200,4866
192.168.1.201,GET,/products,200,1589
192.168.1.127,POST,/products,500,4462
192.168.1.149,GET,/products,200,2269
192.168.1.183,POST,/login,200,1811
192.168.1.145,PUT,/home,404,2325
192.168.1.151,PUT,/login,200,1520
192.168.1.250,PUT,/products,200,247
192.168.1.18,GET,/products,200,3139
192.168.1.132,POST,/home,500,3574
192.168.1.136,PUT,/home,200,2902
192.168.1.166,PUT,/products,200,4555
192.168.1.113,GET,/products,500,1147
192.168.1.62,GET,/products,500,1730
192.168.1.128,POST,/home,404,2101
192.168.1.230,PUT,/products,200,946
192.168.1.198,POST,/home,200,1702
192.168.1.126,POST,/products,200,2750
192.168.1.222,POST,/login,500,3578
192.168.1.90,GET,/login,500,587
192.168.1.103,GET,/products,200,2555
192.168.1.219,GET,/cart,200,2539
192.168.1.15,GET,/cart,404,1409
192.168.1.122,POST,/home,200,1280
192.168.1.82,POST,/products,404,4086
192.168.1.107,PUT,/home,200,598
192.168.1.238,PUT,/products,500,2610
192.168.1.135,POST,/login,404,2730
192.168.1.85,PUT,/home,200,3421
192.168.1.75,GET,/login,404,4726
192.168.1.191,PUT,/cart,404,708
192.168.1.160,POST,/cart,200,2904
192.168.1.246,GET,/products,404,1951
192.168.1.104,GET,/home,404,3954
192.168.1.39,GET,/cart,404,1182
192.168.1.201,POST,/cart,500,1763
192.168.1.253,GET,/login,200,3096
192.168.1.137,POST,/cart,404,2691
192.168.1.206,GET,/products,200,3422
192.168.1.109,PUT,/home,500,4897
192.168.1.97,POST,/products,500,1167
192.168.1.130,POST,/cart,200,1097
192.168.1.234,GET,/products,500,939
192.168.1.167,PUT,/cart,500,2197
192.168.1.164,GET,/home,200,4477
192.168.1.198,POST,/home,404,1404
192.168.1.115,POST,/login,200,1150
192.168.1.206,GET,/home,200,3214
192.168.1.101,POST,/cart,500,752
192.168.1.160,PUT,/products,404,2645
192.168.1.218,PUT,/home,404,1131
192.168.1.89,GET,/home,200,1733
192.168.1.19,POST,/products,200,307
192.168.1.34,POST,/home,500,3707
192.168.1.110,PUT,/products,200,2116
192.168.1.96,GET,/home,404,933
192.168.1.249,GET,/home,500,4886
192.168.1.110,GET,/cart,404,803
192.168.1.184,POST,/products,200,4759
192.168.1.80,POST,/products,200,1529
192.168.1.248,PUT,/login,500,4644
192.168.1.182,GET,/home,404,2387
192.168.1.164,POST,/home,500,2465
192.168.1.158,GET,/home,200,2963
192.168.1.12,GET,/home,200,665
192.168.1.58,GET,/home,200,420
192.168.1.92,GET,/login,200,2242
192.168.1.35,PUT,/login,200,2598
192.168.1.249,POST,/login,200,3929
192.168.1.151,GET,/products,200,1354
192.168.1.73,GET,/products,500,1922
192.168.1.48,PUT,/home,200,1854
192.168.1.214,PUT,/login,500,3788
192.168.1.66,POST,/products,200,1920
192.168.1.140,PUT,/home,404,1538
192.168.1.36,POST,/products,200,929
192.168.1.148,POST,/products,200,2306
192.168.1.86,PUT,/login,200,605
192.168.1.14,GET,/products,200,3942
192.168.1.9,PUT,/login,200,1386
192.168.1.186,PUT,/products,200,455
192.168.1.160,GET,/cart,500,2429
192.168.1.124,GET,/login,200,4883
192.168.1.177,PUT,/home,200,4938
192.168.1.226,PUT,/products,500,3792
192.168.1.4,POST,/products,200,2916
192.168.1.65,POST,/home,200,2684
192.168.1.118,POST,/home,404,2112
192.168.1.64,GET,/cart,404,4744
192.168.1.162,GET,/products,500,1047
192.168.1.131,PUT,/login,200,4977
192.168.1.57,GET,/cart,500,716
192.168.1.206,POST,/products,200,4953
192.168.1.182,GET,/home,200,1712
192.168.1.25,GET,/cart,200,4690
192.168.1.112,GET,/login,500,1290
192.168.1.17,PUT,/login,200,3691
192.168.1.230,POST,/cart,500,4126
192.168.1.71,POST,/login,500,3136
192.168.1.186,PUT,/products,200,3428
192.168.1.2,PUT,/cart,200,3620
192.168.1.158,PUT,/login,404,1496
192.168.1.156,PUT,/products,200,531
192.168.1.228,PUT,/products,500,2898
192.168.1.223,GET,/cart,500,1283
192.168.1.166,POST,/login,200,2394
192.168.1.192,POST,/login,200,1203
192.168.1.233,PUT,/cart,200,4312
192.168.1.75,GET,/products,200,1327
192.168.1.37,PUT,/login,500,2776
192.168.1.124,POST,/home,500,3387
192.168.1.85,GET,/home,200,1461
192.168.1.204,PUT,/cart,500,1084
192.168.1.169,PUT,/login,200,1480
192.168.1.251,GET,/home,200,325
192.168.1.192,GET,/products,200,4167
192.168.1.183,POST,/cart,404,4956
192.168.1.221,POST,/cart,200,3486
192.168.1.9,PUT,/home,500,1627
192.168.1.137,POST,/login,200,2341
192.168.1.83,GET,/cart,500,1587
192.168.1.124,GET,/products,200,3810
192.168.1.155,PUT,/cart,200,1009
192.168.1.13,GET,/cart,500,3645
192.168.1.144,POST,/cart,200,1823
192.168.1.107,GET,/home,200,1879
192.168.1.84,PUT,/home,500,2537
192.168.1.153,POST,/home,500,2503
192.168.1.22,POST,/cart,200,2451
192.168.1.41,POST,/products,200,2871
192.168.1.155,POST,/login,404,3495
192.168.1.6,PUT,/login,200,4352
192.168.1.223,PUT,/products,500,3237
192.168.1.80,GET,/products,200,4163
192.168.1.53,PUT,/login,200,1368
192.168.1.119,PUT,/login,200,4981
192.168.1.30,PUT,/home,200,2490
192.168.1.199,GET,/products,500,4257
192.168.1.221,GET,/login,500,2700
192.168.1.248,GET,/cart,200,1177
192.168.1.156,POST,/login,200,2329
192.168.1.135,PUT,/products,200,2837
192.168.1.150,POST,/products,200,4614
192.168.1.189,POST,/login,200,2112
192.168.1.125,GET,/products,200,3725
192.168.1.90,POST,/products,200,4407
192.168.1.202,POST,/products,200,2559
192.168.1.47,GET,/products,404,3852
192.168.1.98,PUT,/home,200,2195
192.168.1.9,POST,/home,500,3316
192.168.1.101,POST,/home,200,4965
192.168.1.218,GET,/products,200,3749
192.168.1.38,PUT,/cart,200,1957
192.168.1.161,POST,/login,200,3602
192.168.1.151,PUT,/home,200,3679
192.168.1.2,GET,/login,200,4626
192.168.1.212,GET,/cart,200,4996
192.168.1.203,POST,/products,200,1154
192.168.1.1,POST,/products,200,721
192.168.1.48,GET,/products,200,3431
192.168.1.30,GET,/login,200,4621
192.168.1.175,POST,/products,200,4909
192.168.1.145,GET,/login,200,2645
192.168.1.124,POST,/cart,500,457
192.168.1.181,POST,/home,200,971
192.168.1.5,POST,/products,404,2325
192.168.1.17,POST,/home,200,3646
192.168.1.132,PUT,/home,200,932
192.168.1.138,PUT,/login,200,4580
192.168.1.44,GET,/login,500,2466
192.168.1.147,PUT,/login,200,1683
192.168.1.29,PUT,/home,200,3574
192.168.1.2,POST,/login,200,3331
192.168.1.115,POST,/products,200,3669
192.168.1.150,POST,/products,200,4498
192.168.1.26,PUT,/home,500,4432
192.168.1.76,POST,/cart,500,4048
192.168.1.183,PUT,/login,500,2407
192.168.1.101,PUT,/home,404,870
192.168.1.25,PUT,/home,200,1407
192.168.1.71,POST,/home,500,668
192.168.1.217,PUT,/home,200,4040
192.168.1.242,GET,/products,404,908
192.168.1.250,PUT,/login,200,1900
192.168.1.19,GET,/login,200,4335
192.168.1.84,POST,/cart,200,2184
192.168.1.96,POST,/home,500,3637
192.168.1.52,PUT,/products,200,2948
192.168.1.44,GET,/cart,200,368
192.168.1.76,PUT,/products,500,1490
192.168.1.62,POST,/cart,200,294
192.168.1.238,GET,/cart,200,3755
192.168.1.235,GET,/login,200,3013
192.168.1.181,POST,/products,404,1337
192.168.1.39,GET,/products,404,786
192.168.1.86,PUT,/home,200,2083
192.168.1.150,PUT,/login,200,3027
192.168.1.37,GET,/products,404,3356
192.168.1.181,POST,/home,200,3439
192.168.1.106,GET,/cart,200,4568
192.168.1.156,PUT,/home,200,613
192.168.1.247,POST,/products,200,4891
192.168.1.57,GET,/cart,404,1457
192.168.1.211,POST,/login,200,3004
192.168.1.191,POST,/cart,500,1171
192.168.1.141,POST,/home,200,1641
192.168.1.106,POST,/products,200,2567
192.168.1.106,PUT,/home,404,763
192.168.1.99,GET,/home,200,3205
192.168.1.72,GET,/cart,200,3233
192.168.1.231,POST,/home,500,2577
192.168.1.68,POST,/cart,200,567
192.168.1.47,PUT,/login,200,4222
192.168.1.50,GET,/products,200,3107
192.168.1.66,PUT,/products,404,2568
192.168.1.190,PUT,/cart,404,4443
192.168.1.124,POST,/login,200,4948
192.168.1.178,PUT,/home,200,2262
192.168.1.7,POST,/login,200,641
192.168.1.74,PUT,/login,200,4771
192.168.1.235,GET,/cart,404,1413
192.168.1.57,PUT,/home,200,1071
192.168.1.101,GET,/login,500,2336
192.168.1.87,PUT,/home,200,1605
192.168.1.17,POST,/cart,200,2909
192.168.1.222,GET,/home,500,2243
192.168.1.154,POST,/home,404,3732
192.168.1.115,POST,/login,200,2716
192.168.1.64,GET,/products,500,4664
192.168.1.69,POST,/products,200,255
192.168.1.134,GET,/cart,200,3917
192.168.1.114,PUT,/login,404,1132
192.168.1.48,POST,/products,404,2545
192.168.1.83,GET,/login,200,3044
192.168.1.21,GET,/home,500,1606
192.168.1.77,POST,/products,200,4114
192.168.1.3,PUT,/products,500,4485
192.168.1.114,POST,/products,200,1821
192.168.1.248,PUT,/products,500,799
192.168.1.218,PUT,/login,200,913
192.168.1.110,GET,/cart,200,1251
192.168.1.92,PUT,/products,200,2581
192.168.1.176,PUT,/products,200,337
192.168.1.124,PUT,/products,200,1586
192.168.1.236,POST,/home,500,2388
192.168.1.61,PUT,/login,200,4451
192.168.1.84,POST,/login,200,2141
192.168.1.228,PUT,/cart,200,3252
192.168.1.151,POST,/products,500,3094
192.168.1.103,POST,/products,500,2996
192.168.1.103,POST,/products,200,4423
192.168.1.46,PUT,/products,404,4491
192.168.1.160,POST,/login,200,2574
192.168.1.195,PUT,/home,404,3955
192.168.1.209,GET,/login,500,4379
192.168.1.229,GET,/products,404,2328
192.168.1.44,GET,/products,200,4685
192.168.1.212,PUT,/home,200,2460
192.168.1.19,GET,/home,200,1009
192.168.1.63,GET,/products,404,832
192.168.1.81,GET,/home,404,4513
192.168.1.49,GET,/home,404,2598
192.168.1.164,PUT,/home,200,2069
192.168.1.8,GET,/cart,200,3180
192.168.1.29,GET,/cart,404,4644
192.168.1.129,PUT,/cart,200,516
192.168.1.246,POST,/home,200,3989
192.168.1.190,PUT,/cart,200,2137
192.168.1.33,GET,/home,200,3491
192.168.1.120,POST,/products,200,1080
192.168.1.13,PUT,/home,200,3558
192.168.1.198,POST,/home,200,251
192.168.1.184,POST,/cart,404,269
192.168.1.40,PUT,/cart,500,1101
192.168.1.150,PUT,/products,200,3200
192.168.1.215,GET,/login,404,4531
192.168.1.199,PUT,/login,200,1858
192.168.1.62,GET,/products,404,317
192.168.1.93,POST,/home,200,4543
192.168.1.6,POST,/login,200,4215
192.168.1.97,GET,/cart,404,4808
192.168.1.56,GET,/login,200,901
192.168.1.150,POST,/home,404,4986
192.168.1.118,PUT,/products,200,3164
192.168.1.113,POST,/login,200,4073
192.168.1.53,PUT,/products,200,4841
192.168.1.148,POST,/products,200,4934
192.168.1.48,PUT,/cart,200,3176
192.168.1.18,GET,/cart,200,383
192.168.1.97,PUT,/login,200,3754
192.168.1.146,POST,/products,200,3505
192.168.1.100,POST,/login,500,2792
192.168.1.147,PUT,/cart,200,572
192.168.1.2,POST,/home,500,2952
192.168.1.117,GET,/cart,200,876
192.168.1.132,PUT,/home,200,321
192.168.1.29,GET,/home,200,1013
192.168.1.246,GET,/products,200,2499
192.168.1.124,GET,/products,200,4070
192.168.1.102,GET,/login,200,4409
192.168.1.191,PUT,/products,200,3034
192.168.1.162,PUT,/products,404,921
192.168.1.84,GET,/cart,200,4958
192.168.1.229,POST,/cart,200,1312
192.168.1.146,POST,/products,404,1651
192.168.1.225,POST,/home,200,1604
192.168.1.75,GET,/home,200,1094
192.168.1.119,PUT,/login,200,4241
192.168.1.128,GET,/login,200,892
192.168.1.210,GET,/home,500,1684
192.168.1.133,GET,/cart,404,1050
192.168.1.214,GET,/products,200,3381
192.168.1.35,POST,/login,200,1860
192.168.1.2,GET,/cart,200,1575
192.168.1.231,PUT,/products,200,3189
192.168.1.165,PUT,/login,404,2322
192.168.1.222,GET,/home,200,2537
192.168.1.75,POST,/cart,200,3672
192.168.1.142,GET,/products,200,4762
192.168.1.87,PUT,/cart,200,4946
192.168.1.4,GET,/cart,404,903
192.168.1.146,POST,/home,200,307
192.168.1.213,POST,/products,200,3434
192.168.1.88,POST,/cart,200,1861
192.168.1.136,POST,/products,200,3698
192.168.1.30,GET,/products,200,3579
192.168.1.159,POST,/cart,200,3606
192.168.1.235,PUT,/products,200,1676
192.168.1.195,POST,/home,200,4762
192.168.1.100,PUT,/products,200,3713
192.168.1.171,PUT,/products,200,2294
192.168.1.222,GET,/login,500,2281
192.168.1.20,POST,/products,500,3763
192.168.1.201,GET,/home,500,3306
192.168.1.245,POST,/login,404,3205
192.168.1.60,POST,/login,200,3886
192.168.1.72,GET,/home,500,1597
192.168.1.164,PUT,/home,200,973
192.168.1.114,PUT,/cart,200,1914
192.168.1.185,POST,/cart,404,809
192.168.1.106,PUT,/products,200,2160
192.168.1.230,POST,/home,200,432
192.168.1.252,POST,/home,200,4566
192.168.1.182,GET,/login,200,214
192.168.1.81,PUT,/products,200,4625
192.168.1.179,POST,/cart,404,2963
192.168.1.27,GET,/login,200,1581
192.168.1.226,PUT,/login,500,2322
192.168.1.159,GET,/products,200,2341
192.168.1.93,GET,/login,200,680
192.168.1.118,PUT,/home,200,2924
192.168.1.71,GET,/home,200,1174
192.168.1.188,PUT,/home,404,1288
192.168.1.42,POST,/products,200,349
192.168.1.1,POST,/cart,200,4602
192.168.1.44,PUT,/products,200,3808
192.168.1.7,PUT,/home,200,1636
192.168.1.80,GET,/home,500,2535
192.168.1.143,GET,/login,500,1037
192.168.1.239,PUT,/login,200,4947
192.168.1.147,GET,/products,500,4260
192.168.1.181,POST,/home,404,1479
192.168.1.91,PUT,/home,200,1813
192.168.1.59,GET,/products,200,1125
192.168.1.108,PUT,/products,200,4530
192.168.1.192,POST,/products,200,240
192.168.1.93,POST,/home,200,2849
192.168.1.24,PUT,/login,200,3355
192.168.1.60,PUT,/products,500,4250
192.168.1.204,PUT,/login,200,1319
192.168.1.97,GET,/login,200,4358
192.168.1.170,POST,/products,200,1356
192.168.1.123,POST,/products,200,1622
192.168.1.216,PUT,/login,200,253
192.168.1.202,GET,/login,500,4563
192.168.1.137,POST,/products,200,3067
192.168.1.100,PUT,/login,200,3655
192.168.1.228,POST,/products,200,1274
192.168.1.250,POST,/cart,500,2071
192.168.1.199,POST,/products,500,3479
192.168.1.101,PUT,/home,200,2507
192.168.1.77,POST,/login,500,3267
192.168.1.117,GET,/login,200,3401
192.168.1.100,POST,/login,200,2620
192.168.1.110,POST,/home,200,217
192.168.1.215,POST,/cart,200,3715
192.168.1.112,GET,/login,500,1972
192.168.1.180,PUT,/login,500,2297
192.168.1.199,PUT,/products,200,2316
192.168.1.186,POST,/products,200,2410
192.168.1.130,POST,/login,500,3823
192.168.1.233,POST,/products,500,2588
192.168.1.156,GET,/products,500,860
192.168.1.225,POST,/home,200,2090
192.168.1.83,POST,/login,404,1050
192.168.1.54,GET,/home,200,946
192.168.1.39,POST,/login,500,948
192.168.1.13,PUT,/login,200,2607
192.168.1.73,GET,/products,200,1675
192.168.1.243,PUT,/home,200,3966
192.168.1.135,GET,/home,200,4043
192.168.1.2,POST,/login,500,494
192.168.1.121,POST,/products,500,1964
192.168.1.205,POST,/home,200,2170
192.168.1.184,POST,/cart,404,738
192.168.1.47,POST,/home,404,632
192.168.1.17,GET,/cart,404,1455
192.168.1.74,GET,/home,404,4197
192.168.1.191,POST,/home,404,2277
192.168.1.109,POST,/login,200,1927
192.168.1.172,PUT,/cart,200,3372
192.168.1.36,PUT,/home,200,4701
192.168.1.161,GET,/login,404,3549
192.168.1.25,POST,/cart,200,3733
192.168.1.208,GET,/home,200,3870
192.168.1.92,POST,/cart,404,1126
192.168.1.250,GET,/products,404,4575
192.168.1.124,GET,/home,200,3337
192.168.1.136,GET,/cart,200,2446
192.168.1.120,PUT,/home,404,3821
192.168.1.59,PUT,/products,200,1970
192.168.1.143,PUT,/home,500,1554
192.168.1.75,GET,/products,200,4353
192.168.1.229,PUT,/products,404,2694
192.168.1.135,PUT,/products,500,4976
192.168.1.171,POST,/cart,404,1789
192.168.1.49,PUT,/products,200,1853
192.168.1.102,POST,/home,200,2236
192.168.1.54,GET,/login,500,3704
192.168.1.232,POST,/login,200,1765
192.168.1.82,GET,/login,200,257
192.168.1.42,PUT,/cart,200,2889
192.168.1.220,PUT,/cart,200,1464
192.168.1.56,GET,/cart,200,1710
192.168.1.188,POST,/home,404,3609
192.168.1.95,POST,/login,200,1000
192.168.1.6,GET,/home,200,1345
192.168.1.91,POST,/home,200,1796
192.168.1.236,GET,/home,404,2979
192.168.1.181,PUT,/home,500,4381
192.168.1.209,PUT,/login,404,3708
192.168.1.30,POST,/cart,404,460
192.168.1.49,POST,/cart,200,4035
192.168.1.35,GET,/products,200,2563
192.168.1.248,GET,/products,200,337
192.168.1.223,POST,/products,200,898
192.168.1.187,PUT,/products,404,335
192.168.1.141,GET,/home,404,2360
192.168.1.221,POST,/cart,200,921
192.168.1.95,GET,/login,200,561
192.168.1.159,POST,/login,404,236
192.168.1.160,PUT,/products,200,4228
192.168.1.27,GET,/login,404,1347
192.168.1.157,PUT,/cart,200,942
192.168.1.8,PUT,/login,500,1913
192.168.1.44,PUT,/home,200,4169
192.168.1.46,POST,/products,200,2294
192.168.1.242,POST,/products,500,1725
192.168.1.70,PUT,/cart,500,3267
192.168.1.35,GET,/home,200,1134
192.168.1.99,GET,/login,200,549
192.168.1.202,POST,/login,404,4034
192.168.1.112,POST,/cart,200,3769
192.168.1.41,POST,/home,200,2626
192.168.1.67,GET,/login,200,4114
192.168.1.183,PUT,/login,200,2826
192.168.1.64,POST,/home,200,2862
192.168.1.154,GET,/login,404,2655
192.168.1.203,POST,/login,200,314
192.168.1.46,POST,/home,200,3839
192.168.1.111,GET,/home,200,2975
192.168.1.248,PUT,/login,200,1783
192.168.1.123,GET,/cart,200,2926
192.168.1.212,POST,/login,200,327
192.168.1.37,GET,/cart,404,3755
192.168.1.212,POST,/cart,200,1142
192.168.1.80,POST,/cart,200,3097
192.168.1.115,GET,/cart,500,1382
192.168.1.35,PUT,/home,200,1663
192.168.1.57,POST,/home,500,536
192.168.1.34,POST,/cart,404,1199
192.168.1.82,PUT,/cart,500,1867
192.168.1.212,POST,/products,200,2387
192.168.1.254,POST,/cart,200,1109
192.168.1.245,PUT,/products,200,2730
192.168.1.59,GET,/products,404,4429
192.168.1.99,PUT,/home,404,3850
192.168.1.198,POST,/products,200,4449
192.168.1.240,POST,/home,200,2868
192.168.1.193,PUT,/login,200,3573
192.168.1.237,PUT,/cart,500,3576
192.168.1.234,GET,/cart,500,4099
192.168.1.150,PUT,/home,200,4796
192.168.1.40,GET,/cart,500,1651
192.168.1.34,POST,/home,200,4479
192.168.1.182,PUT,/home,200,4239
192.168.1.212,POST,/login,200,4976
192.168.1.54,GET,/products,200,2149
192.168.1.195,PUT,/login,200,3529
192.168.1.94,PUT,/cart,404,1674
192.168.1.191,POST,/login,200,3902
192.168.1.93,POST,/cart,200,3766
192.168.1.43,GET,/login,500,4108
192.168.1.5,PUT,/login,200,1337
192.168.1.194,GET,/products,500,4345
192.168.1.189,GET,/cart,200,4709
192.168.1.173,GET,/home,404,1238
192.168.1.127,PUT,/login,500,492
192.168.1.93,GET,/login,200,729
192.168.1.161,POST,/login,200,1358
192.168.1.20,POST,/products,200,4878
192.168.1.125,GET,/login,500,3914
192.168.1.194,POST,/home,200,1018
192.168.1.155,GET,/products,200,4069
192.168.1.26,PUT,/home,200,1021
192.168.1.7,POST,/products,500,2520
192.168.1.51,PUT,/cart,200,1046
192.168.1.33,POST,/products,200,686
192.168.1.249,POST,/cart,404,1253
192.168.1.139,POST,/login,200,1596
192.168.1.5,GET,/cart,200,848
192.168.1.30,POST,/home,500,3741
192.168.1.31,GET,/cart,200,3501
192.168.1.233,POST,/products,200,3816
192.168.1.109,PUT,/cart,200,4482
192.168.1.201,PUT,/login,200,2444
192.168.1.120,PUT,/cart,200,4181
192.168.1.109,POST,/home,404,4722
192.168.1.234,GET,/home,200,328
192.168.1.58,POST,/products,200,3136
192.168.1.77,POST,/cart,404,3278
192.168.1.5,GET,/cart,200,4253
192.168.1.149,GET,/home,200,4924
192.168.1.79,POST,/home,500,223
192.168.1.207,POST,/home,404,4308
192.168.1.149,PUT,/login,200,3233
192.168.1.105,POST,/home,200,336
192.168.1.226,POST,/login,404,2534
192.168.1.239,GET,/home,200,4346
192.168.1.152,GET,/cart,500,4192
192.168.1.164,POST,/home,200,2130
192.168.1.145,POST,/cart,200,1361
192.168.1.213,PUT,/products,200,825
192.168.1.165,GET,/home,200,3995
192.168.1.237,GET,/cart,404,1519
192.168.1.183,PUT,/login,500,4053
192.168.1.136,GET,/login,200,4027
192.168.1.235,GET,/login,404,4076
192.168.1.94,GET,/home,200,3880
192.168.1.142,POST,/cart,200,1428
192.168.1.185,GET,/products,200,3746
192.168.1.50,GET,/login,200,3064
192.168.1.241,GET,/home,500,1887
192.168.1.208,GET,/login,200,3667
192.168.1.9,POST,/login,404,2245
192.168.1.43,GET,/products,404,1906
192.168.1.81,POST,/login,200,227
192.168.1.72,GET,/products,200,2067
192.168.1.47,POST,/products,200,4993
192.168.1.68,PUT,/products,200,2446
192.168.1.148,PUT,/cart,404,4119
192.168.1.150,PUT,/products,404,4130
192.168.1.101,POST,/products,200,4861
192.168.1.190,GET,/products,200,3456
192.168.1.141,PUT,/products,200,3865
192.168.1.128,POST,/login,200,4807
192.168.1.158,GET,/cart,200,2372
192.168.1.58,PUT,/login,500,1177
192.168.1.21,PUT,/cart,500,2960
192.168.1.62,POST,/home,500,3487
192.168.1.68,POST,/cart,200,4563
192.168.1.47,PUT,/home,404,4687
192.168.1.129,GET,/login,200,305
192.168.1.10,POST,/cart,200,2396
192.168.1.75,POST,/products,200,1638
192.168.1.162,GET,/home,404,332
192.168.1.178,GET,/cart,500,710
192.168.1.96,GET,/cart,404,2040
192.168.1.179,PUT,/products,200,3472
192.168.1.96,POST,/home,500,3847
192.168.1.143,POST,/cart,404,2180
192.168.1.226,GET,/cart,200,2839
192.168.1.229,PUT,/login,200,3985
192.168.1.87,PUT,/home,200,4230
192.168.1.62,PUT,/login,200,3666
192.168.1.23,GET,/home,500,3854
192.168.1.213,POST,/home,404,2358
192.168.1.141,POST,/home,200,596
192.168.1.93,GET,/home,200,4813
192.168.1.11,PUT,/login,200,1597
192.168.1.160,GET,/products,200,2820
192.168.1.65,PUT,/login,200,318
192.168.1.104,POST,/home,200,3003
192.168.1.252,POST,/cart,200,1718
192.168.1.119,POST,/cart,200,742
192.168.1.104,GET,/login,200,2165
192.168.1.135,POST,/cart,200,1193
192.168.1.136,GET,/cart,200,3904
192.168.1.151,POST,/cart,200,2118
192.168.1.195,PUT,/login,200,1989
192.168.1.199,GET,/home,404,576
192.168.1.250,POST,/login,404,3759
192.168.1.226,POST,/home,500,2791
192.168.1.197,GET,/home,500,379
192.168.1.156,PUT,/home,200,3562
192.168.1.31,GET,/cart,404,3995
192.168.1.56,PUT,/cart,200,4402
192.168.1.38,GET,/login,200,4971
192.168.1.141,PUT,/login,500,2284
192.168.1.192,POST,/cart,500,904
192.168.1.62,PUT,/cart,500,2642
192.168.1.238,GET,/cart,200,1913
192.168.1.41,GET,/cart,404,1853
192.168.1.175,POST,/login,200,3902
192.168.1.48,PUT,/products,500,386
192.168.1.18,GET,/cart,200,1170
192.168.1.83,GET,/home,200,1384
192.168.1.48,PUT,/home,200,4017
192.168.1.209,POST,/home,500,1116
192.168.1.26,PUT,/cart,200,631
192.168.1.163,POST,/home,200,3726
192.168.1.149,PUT,/cart,404,861
192.168.1.184,POST,/products,200,4750
192.168.1.108,GET,/login,200,3713
192.168.1.177,GET,/login,200,3315
192.168.1.153,POST,/cart,200,1758
192.168.1.38,GET,/home,404,464
192.168.1.155,GET,/cart,500,2114
192.168.1.117,GET,/products,404,4064
192.168.1.131,GET,/cart,200,2999
192.168.1.166,PUT,/login,500,3236
192.168.1.113,GET,/login,404,1672
192.168.1.181,GET,/products,200,3810
192.168.1.3,GET,/login,200,685
192.168.1.146,PUT,/login,200,2492
192.168.1.248,POST,/products,200,2353
192.168.1.240,GET,/home,500,1870
192.168.1.198,PUT,/cart,200,2105
192.168.1.214,PUT,/home,200,2388
192.168.1.226,PUT,/login,200,4987
192.168.1.39,POST,/login,500,1633
192.168.1.230,POST,/cart,200,2911
192.168.1.195,POST,/cart,200,1982
192.168.1.103,POST,/cart,200,444
192.168.1.28,PUT,/home,500,1138
192.168.1.132,GET,/login,200,4876
192.168.1.39,GET,/cart,200,1740
192.168.1.167,PUT,/login,200,983
192.168.1.103,GET,/login,404,373
192.168.1.115,PUT,/login,200,4694
192.168.1.129,PUT,/cart,500,4206
192.168.1.142,GET,/cart,500,4290
